X1	Source file	DateTime	Date	Time	Duration(s)	Comments	Si29_CPS	Si29_CPS_Int2SE	Li_ppm_m7	Li_ppm_m7_Int2SE	Mg_ppm_m24	Mg_ppm_m24_Int2SE	Al_ppm_m27	Al_ppm_m27_Int2SE	K_ppm_m39	K_ppm_m39_Int2SE	Ca_ppm_m42	Ca_ppm_m42_Int2SE	Ca_ppm_m43	Ca_ppm_m43_Int2SE	Ti_ppm_m49	Ti_ppm_m49_Int2SE	Mn_ppm_m55	Mn_ppm_m55_Int2SE	Fe_ppm_m57	Fe_ppm_m57_Int2SE	Rb_ppm_m85	Rb_ppm_m85_Int2SE	Sr_ppm_m88	Sr_ppm_m88_Int2SE	Zr_ppm_m90	Zr_ppm_m90_Int2SE	Sn_ppm_m118	Sn_ppm_m118_Int2SE	Ba_ppm_m137	Ba_ppm_m137_Int2SE	La_ppm_m139	La_ppm_m139_Int2SE	Ce_ppm_m140	Ce_ppm_m140_Int2SE	Nd_ppm_m146	Nd_ppm_m146_Int2SE	Hf_ppm_m178	Hf_ppm_m178_Int2SE	Pb_ppm_m208	Pb_ppm_m208_Int2SE	ExtraMetaData	Not useable	Ablation time
Output_1_30	1700318 760-16-8r - 1.d	03/03/2017 (6) 12:40:44.71	03/03/2017 (6)	1899-12-31T12:40:45Z	3.8871000000000002	1700318 760-16-8 - 1.d	3140000	130000	9.4700000000000006	0.55000000000000004	29780	200	9700	120	6073	60	60690	910	60800	1600	231	13	75.599999999999994	1.4	7448	63	23.99	0.45	136.19999999999999	3.1	89.8	3.2	18.04	0.97	235.4	7.9	2.7	0.16	155.30000000000001	3.7	2	0.24	2.0699999999999998	0.19	3.85	0.31	FILENAME: 1700318 760-16-8 - 1.csv	NA	NA
Output_1_31	1700318 760-16-8r - 2.d	03/03/2017 (6) 12:42:15.42	03/03/2017 (6)	1899-12-31T12:42:16Z	21.657	1700318 760-16-8 - 2.d	6300000	250000	9.32	0.21	27950	180	9231	59	5916	20	58100	490	57450	510	214.7	3	70.98	0.6	7031	46	23.67	0.21	129.6	1	83.18	0.76	18.190000000000001	0.23	221.2	1.8	2.64	3.7999999999999999E-2	125.5	1	2.0430000000000001	6.4000000000000001E-2	2.14	5.0999999999999997E-2	3.956	6.5000000000000002E-2	FILENAME: 1700318 760-16-8 - 2.csv	NA	NA
Output_1_32	1700318 760-16-9r - 1.d	03/03/2017 (6) 12:43:51.05	03/03/2017 (6)	1899-12-31T12:43:52Z	25.544	1700318 760-16-9 - 1.d	5780000	240000	9.1999999999999993	0.11	27630	140	9077	42	5795	21	56950	310	56490	430	219.1	2.6	69.92	0.56999999999999995	6893	37	22.93	0.21	128.32	0.85	81.760000000000005	0.62	17.510000000000002	0.21	218.4	1.6	2.7519999999999998	3.6999999999999998E-2	164.9	1.3	1.931	7.1999999999999995E-2	2.0150000000000001	5.2999999999999999E-2	3.9660000000000002	7.0999999999999994E-2	FILENAME: 1700318 760-16-9 - 1.csv	NA	NA
Output_1_33	1700318 760-16-9r - 2.d	03/03/2017 (6) 12:45:25.00	03/03/2017 (6)	1899-12-31T12:45:25Z	31.832	1700318 760-16-9 - 2.d	5520000	230000	9	0.16	27440	150	9075	45	5819	24	56940	290	56460	340	228.2	2	68.86	0.61	6867	40	23.56	0.21	125.08	0.71	80.69	0.52	17.82	0.25	212.9	1.5	2.9239999999999999	3.6999999999999998E-2	198.2	1.4	2.0489999999999999	7.8E-2	2.016	4.9000000000000002E-2	3.91	7.2999999999999995E-2	FILENAME: 1700318 760-16-9 - 2.csv	NA	NA
Output_1_34	1700318 760-16-10r - 1.d	03/03/2017 (6) 12:47:08.00	03/03/2017 (6)	1899-12-31T12:47:08Z	31.833	1700318 760-16-10 - 1.d	5640000	240000	9.1999999999999993	0.14000000000000001	27470	110	9082	34	5860	24	56740	230	56470	300	214	2	68.92	0.41	6967	34	23.49	0.17	127.67	0.53	81.59	0.42	18.18	0.21	218.5	1.3	2.6259999999999999	3.5999999999999997E-2	134.86000000000001	0.65	1.948	6.4000000000000001E-2	2.024	5.0999999999999997E-2	4.01	7.9000000000000001E-2	FILENAME: 1700318 760-16-10 - 1.csv	NA	NA
Output_1_35	1700318 760-16-10r - 2.d	03/03/2017 (6) 12:48:36.98	03/03/2017 (6)	1899-12-31T12:48:37Z	26.099	1700318 760-16-10 - 2.d	5860000	250000	9.25	0.13	27720	150	9117	45	5890	19	57180	340	56910	420	220.6	2.2999999999999998	70.13	0.54	6962	34	23.69	0.16	126.41	0.77	80.97	0.56000000000000005	17.93	0.2	218	1.6	2.7890000000000001	0.04	175.3	1.1000000000000001	2.0430000000000001	6.8000000000000005E-2	2.0859999999999999	5.1999999999999998E-2	3.9769999999999999	5.8999999999999997E-2	FILENAME: 1700318 760-16-10 - 2.csv	NA	NA
Output_1_36	1606414 077-2c - 1.d	03/03/2017 (6) 12:54:58.00	03/03/2017 (6)	1899-12-31T12:54:58Z	31.832	1606414 077-2 - 1.d	5310000	260000	5.89	9.9000000000000005E-2	25540	140	8049	39	5136	18	62560	290	62270	390	188.6	2.1	62.49	0.41	3283	17	18.73	0.14000000000000001	54.27	0.31	33.46	0.32	19.55	0.24	82.22	0.74	1.7350000000000001	2.5999999999999999E-2	2.387	3.4000000000000002E-2	1.264	0.05	0.85899999999999999	3.2000000000000001E-2	3.4550000000000001	6.2E-2	FILENAME: 1606414 077-2 - 1.csv	NA	NA
Output_1_37	1606414 077-2c - 2.d	03/03/2017 (6) 12:56:34.00	03/03/2017 (6)	1899-12-31T12:56:34Z	31.833	1606414 077-2 - 2.d	5500000	230000	5.69	0.11	25340	130	8040	39	5123	16	62360	310	61990	320	186	2.2999999999999998	62.18	0.47	3202	17	18.760000000000002	0.14000000000000001	54.19	0.25	27.19	0.21	20.14	0.22	81.55	0.77	1.7669999999999999	3.4000000000000002E-2	2.41	3.5999999999999997E-2	1.1719999999999999	4.4999999999999998E-2	0.751	3.1E-2	3.5649999999999999	6.4000000000000001E-2	FILENAME: 1606414 077-2 - 2.csv	NA	NA
Output_1_38	1606414 077-2c - 3.d	03/03/2017 (6) 12:58:08.00	03/03/2017 (6)	1899-12-31T12:58:08Z	31.833	1606414 077-2 - 3.d	5300000	270000	5.94	0.11	25960	110	8113	28	5208	20	63600	230	62750	320	185	2	62.01	0.41	3215	18	19	0.17	54.66	0.28999999999999998	23.64	0.19	19.940000000000001	0.24	82.69	0.65	1.734	0.03	2.4119999999999999	3.5999999999999997E-2	1.2110000000000001	5.2999999999999999E-2	0.67500000000000004	3.4000000000000002E-2	3.3580000000000001	6.0999999999999999E-2	FILENAME: 1606414 077-2 - 3.csv	NA	NA
Output_1_39	1606414 077-1-1r - 1.d	03/03/2017 (6) 12:59:46.92	03/03/2017 (6)	1899-12-31T12:59:47Z	24.433	1606414 077-1-1 - 1.d	5880000	250000	5.89	0.12	25540	100	8056	38	5182	18	62600	330	62100	450	184.5	3	62.95	0.51	3244	18	18.809999999999999	0.17	53.93	0.34	27.12	0.24	19.47	0.24	80.400000000000006	0.76	1.76	0.03	2.4060000000000001	4.8000000000000001E-2	1.177	6.5000000000000002E-2	0.75	3.6999999999999998E-2	3.3330000000000002	6.7000000000000004E-2	FILENAME: 1606414 077-1-1 - 1.csv	NA	NA
Output_1_40	1606414 077-1-1r - 2.d	03/03/2017 (6) 13:01:18.00	03/03/2017 (6)	1899-12-31T13:01:18Z	31.832	1606414 077-1-1 - 2.d	5510000	240000	5.71	0.12	25360	110	8042	35	5150	17	62490	250	62240	350	179.1	2.2000000000000002	61.23	0.41	3190	17	18.95	0.16	54.07	0.32	22.88	0.21	20.190000000000001	0.23	80.8	0.75	1.752	3.3000000000000002E-2	2.371	3.5000000000000003E-2	1.19	5.1999999999999998E-2	0.64400000000000002	2.8000000000000001E-2	3.6419999999999999	5.2999999999999999E-2	FILENAME: 1606414 077-1-1 - 2.csv	NA	NA
Output_1_41	1606414 077-1-2r - 1.d	03/03/2017 (6) 13:02:53.00	03/03/2017 (6)	1899-12-31T13:02:53Z	31.832	1606414 077-1-2 - 1.d	5620000	230000	5.6870000000000003	9.5000000000000001E-2	25760	120	8137	33	5166	23	63040	290	62590	310	180.3	2	61.8	0.5	3206	20	18.89	0.15	54.79	0.3	27.29	0.23	20.079999999999998	0.21	81.63	0.73	1.7490000000000001	3.4000000000000002E-2	2.38	3.4000000000000002E-2	1.206	5.7000000000000002E-2	0.72199999999999998	3.1E-2	3.5219999999999998	5.3999999999999999E-2	FILENAME: 1606414 077-1-2 - 1.csv	NA	NA
Output_1_42	1606414 077-1-2r - 2.d	03/03/2017 (6) 13:04:24.97	03/03/2017 (6)	1899-12-31T13:04:25Z	26.322	1606414 077-1-2 - 2.d	5610000	210000	5.65	0.14000000000000001	25730	110	8128	35	5174	18	63100	250	63000	440	179.2	2.1	61.73	0.55000000000000004	3202	19	18.86	0.16	54.69	0.3	26.78	0.19	20.190000000000001	0.31	82.09	0.79	1.7350000000000001	3.5999999999999997E-2	2.4249999999999998	3.6999999999999998E-2	1.248	5.7000000000000002E-2	0.75900000000000001	3.2000000000000001E-2	3.5550000000000002	6.2E-2	FILENAME: 1606414 077-1-2 - 2.csv	NA	NA
Output_1_43	Nist 610r - 7.d	03/03/2017 (6) 13:06:04.00	03/03/2017 (6)	1899-12-31T13:06:04Z	31.832	Nist 610 - 7.d	5580000	240000	466.9	3.1	523.29999999999995	2.9	10356	43	476	2.2000000000000002	81690	340	81410	480	455.6	3.9	447.4	2.6	448.2	4.7	423.9	1.7	516.70000000000005	3.1	443.5	2.1	439	2.5	446.9	2.2999999999999998	440.9	2.1	456.5	2.1	430.9	2.5	435.4	2.1	431.3	2.1	FILENAME: Nist 610 - 7.csv	NA	NA
Output_1_44	Nist 610r - 8.d	03/03/2017 (6) 13:07:40.00	03/03/2017 (6)	1899-12-31T13:07:40Z	31.832	Nist 610 - 8.d	5630000	240000	466.4	3.1	523.79999999999995	3	10373	49	478.3	2	82080	360	82090	510	453.9	3.7	449	2.4	448.5	4.5	424.5	1.5	518.4	2.7	442.3	2.1	438.3	2.2999999999999998	449.3	2.2999999999999998	440	2.4	454.8	2.4	429.3	2.4	435.1	2.1	429	2.2999999999999998	FILENAME: Nist 610 - 8.csv	NA	NA
Output_1_45	Nist 610r - 9.d	03/03/2017 (6) 13:09:13.00	03/03/2017 (6)	1899-12-31T13:09:13Z	31.832	Nist 610 - 9.d	5680000	240000	463.7	3.1	522.1	3	10326	53	477.7	2.2000000000000002	81820	390	81500	520	454.8	3.3	446.3	2.7	447.5	4.9000000000000004	423.9	1.6	515.1	2.8	441.9	2.2000000000000002	437.8	2.4	443.8	2.2999999999999998	441.2	2.2000000000000002	454.8	2.4	427.7	2.5	433.4	2.1	429.3	2.2999999999999998	FILENAME: Nist 610 - 9.csv	NA	NA
Output_1_46	1606414 077-2c - 4.d	03/03/2017 (6) 13:10:47.00	03/03/2017 (6)	1899-12-31T13:10:47Z	31.832	1606414 077-2 - 4.d	5630000	220000	5.71	0.13	25420	110	8067	39	5113	16	62620	290	62650	330	175.8	2.2000000000000002	60.97	0.38	3125	20	18.559999999999999	0.14000000000000001	54.48	0.26	26.09	0.19	19.690000000000001	0.27	81.33	0.72	1.7430000000000001	0.03	2.3650000000000002	3.9E-2	1.2050000000000001	5.3999999999999999E-2	0.69599999999999995	0.03	3.3149999999999999	6.5000000000000002E-2	FILENAME: 1606414 077-2 - 4.csv	NA	NA
Output_1_47	1606414 077-2c - 5.d	03/03/2017 (6) 13:12:30.00	03/03/2017 (6)	1899-12-31T13:12:30Z	31.832	1606414 077-2 - 5.d	5450000	250000	5.8760000000000003	9.9000000000000005E-2	25918	88	8161	28	5172	17	63410	260	62800	260	181	2.1	62.08	0.42	3161	18	18.920000000000002	0.17	54.84	0.34	26.07	0.2	19.940000000000001	0.22	82.21	0.73	1.78	3.3000000000000002E-2	2.3919999999999999	3.3000000000000002E-2	1.1419999999999999	4.8000000000000001E-2	0.69699999999999995	2.5999999999999999E-2	3.36	5.8999999999999997E-2	FILENAME: 1606414 077-2 - 5.csv	NA	NA
Output_1_48	1606414 077-2c - 6.d	03/03/2017 (6) 13:14:00.00	03/03/2017 (6)	1899-12-31T13:14:00Z	31.833	1606414 077-2 - 6.d	5760000	250000	5.72	0.1	25677	98	8117	32	5144	22	62900	270	62720	290	179.1	2.1	62.11	0.48	3184	17	18.87	0.17	54.51	0.31	27.01	0.19	20.2	0.24	81.88	0.57999999999999996	1.762	3.1E-2	2.44	3.9E-2	1.238	5.6000000000000001E-2	0.71299999999999997	3.3000000000000002E-2	3.665	6.0999999999999999E-2	FILENAME: 1606414 077-2 - 6.csv	NA	NA
Output_1_49	1606414 077-1-3r - 1.d	03/03/2017 (6) 13:15:35.00	03/03/2017 (6)	1899-12-31T13:15:35Z	24.656	1606414 077-1-3 - 1.d	5940000	250000	5.87	0.12	25850	120	8093	43	5158	19	62700	300	62290	460	177.5	1.9	63.49	0.55000000000000004	3296	17	18.91	0.17	54.25	0.33	28.21	0.28999999999999998	18.93	0.25	82.04	0.67	1.736	3.2000000000000001E-2	2.4039999999999999	4.1000000000000002E-2	1.2250000000000001	6.3E-2	0.77100000000000002	3.3000000000000002E-2	3.5409999999999999	7.0000000000000007E-2	FILENAME: 1606414 077-1-3 - 1.csv	NA	NA
Output_1_50	1606414 077-1-3r - 2.d	03/03/2017 (6) 13:17:18.00	03/03/2017 (6)	1899-12-31T13:17:18Z	31.832	1606414 077-1-3 - 2.d	6310000	200000	6.04	0.11	25957	79	8136	25	5195	20	63400	240	62950	260	180.3	1.9	62.53	0.35	3168	16	19.03	0.13	54.87	0.26	26.09	0.21	20.18	0.21	82.81	0.65	1.7509999999999999	2.5999999999999999E-2	2.411	2.5999999999999999E-2	1.2430000000000001	4.3999999999999997E-2	0.74399999999999999	3.2000000000000001E-2	3.6379999999999999	5.0999999999999997E-2	FILENAME: 1606414 077-1-3 - 2.csv	NA	NA
Output_1_51	1606414 077-1-4r - 1.d	03/03/2017 (6) 13:18:55.00	03/03/2017 (6)	1899-12-31T13:18:55Z	31.833	1606414 077-1-4 - 1.d	6030000	260000	5.9930000000000003	0.09	26090	110	8156	33	5180	18	63540	280	63100	330	182.2	1.8	62.87	0.46	3182	16	19	0.13	55.01	0.3	26.97	0.21	19.91	0.24	83.19	0.7	1.7430000000000001	3.2000000000000001E-2	2.4420000000000002	0.04	1.27	5.7000000000000002E-2	0.71199999999999997	3.2000000000000001E-2	3.4729999999999999	6.5000000000000002E-2	FILENAME: 1606414 077-1-4 - 1.csv	NA	NA
Output_1_52	1606414 077-1-4r - 2.d	03/03/2017 (6) 13:20:25.00	03/03/2017 (6)	1899-12-31T13:20:25Z	31.831	1606414 077-1-4 - 2.d	5890000	260000	5.9	0.1	25720	110	8102	31	5145	18	62980	240	62670	370	186.3	1.8	62.4	0.42	3148	16	18.96	0.14000000000000001	54.47	0.3	26.52	0.21	20.25	0.22	81.58	0.73	1.748	0.03	2.4169999999999998	0.04	1.2250000000000001	5.0999999999999997E-2	0.71699999999999997	3.1E-2	3.5619999999999998	5.1999999999999998E-2	FILENAME: 1606414 077-1-4 - 2.csv	NA	NA
Output_1_53	1606414 077-1-5r - 1.d	03/03/2017 (6) 13:21:59.00	03/03/2017 (6)	1899-12-31T13:21:59Z	31.833	1606414 077-1-5 - 1.d	5800000	260000	5.827	8.7999999999999995E-2	25828	94	8119	27	5156	19	63000	230	62590	300	185.5	2	62.45	0.41	3186	18	19.03	0.11	54.58	0.3	25.63	0.19	20.260000000000002	0.25	82.54	0.66	1.7629999999999999	2.5000000000000001E-2	2.3889999999999998	3.7999999999999999E-2	1.2410000000000001	0.05	0.69399999999999995	2.8000000000000001E-2	3.6110000000000002	5.1999999999999998E-2	FILENAME: 1606414 077-1-5 - 1.csv	NA	NA
Output_1_54	1606414 077-1-5r - 2.d	03/03/2017 (6) 13:23:28.72	03/03/2017 (6)	1899-12-31T13:23:29Z	2.3323	1606414 077-1-5 - 2.d	2190000	150000	5.93	0.78	28710	710	8910	160	5746	71	71500	1600	70500	2100	207	21	68	3.3	3420	140	21	1.4	63.1	3.9	44.2	8.1999999999999993	19.86	0.73	90.9	3.9	1.89	0.21	2.72	0.24	1.27	0.17	0.88	0.32	3.77	0.18	FILENAME: 1606414 077-1-5 - 2.csv	*	<10 secs
Output_1_55	1606414 077-2c - 7.d	03/03/2017 (6) 13:29:54.00	03/03/2017 (6)	1899-12-31T13:29:54Z	31.833	1606414 077-2 - 7.d	5710000	270000	5.87	0.11	25750	130	8128	37	5096	17	62820	260	62740	320	204.2	2.2999999999999998	61.91	0.42	3131	21	18.88	0.12	54.26	0.28999999999999998	26.31	0.23	19.93	0.23	81.489999999999995	0.67	1.726	0.03	2.391	3.9E-2	1.2110000000000001	0.05	0.71	3.1E-2	3.5089999999999999	5.8000000000000003E-2	FILENAME: 1606414 077-2 - 7.csv	NA	NA
Output_1_56	1606414 077-2c - 8.d	03/03/2017 (6) 13:31:36.00	03/03/2017 (6)	1899-12-31T13:31:36Z	31.833	1606414 077-2 - 8.d	5700000	240000	5.78	0.12	25720	100	8128	31	5077	18	62860	240	62600	300	212.7	2.4	62.47	0.41	3227	17	18.989999999999998	0.17	54.81	0.28999999999999998	24.84	0.31	20.22	0.21	81.55	0.66	1.756	2.7E-2	2.41	3.6999999999999998E-2	1.2549999999999999	5.0999999999999997E-2	0.67200000000000004	3.1E-2	3.59	6.6000000000000003E-2	FILENAME: 1606414 077-2 - 8.csv	NA	NA
Output_1_57	1606414 077-2c - 9.d	03/03/2017 (6) 13:33:05.00	03/03/2017 (6)	1899-12-31T13:33:05Z	31.833	1606414 077-2 - 9.d	5750000	240000	5.8079999999999998	9.6000000000000002E-2	25349	94	8016	29	5053	15	62070	260	61710	340	210.4	2.4	62.03	0.34	3165	16	18.7	0.15	53.62	0.34	33.51	0.21	19.760000000000002	0.23	80.42	0.59	1.67	2.8000000000000001E-2	2.3420000000000001	3.5000000000000003E-2	1.1919999999999999	5.6000000000000001E-2	0.86199999999999999	2.9000000000000001E-2	3.464	5.6000000000000001E-2	FILENAME: 1606414 077-2 - 9.csv	NA	NA
Output_1_58	1606414 077-1-6r - 1.d	03/03/2017 (6) 13:34:39.00	03/03/2017 (6)	1899-12-31T13:34:39Z	31.832	1606414 077-1-6 - 1.d	6200000	190000	6.07	0.1	26112	86	8141	26	5105	21	63710	220	63210	280	214.6	2.2000000000000002	63.17	0.41	3213	16	19.23	0.14000000000000001	55.04	0.25	32.72	0.22	19.510000000000002	0.17	83.18	0.62	1.7729999999999999	2.9000000000000001E-2	2.4580000000000002	3.1E-2	1.1970000000000001	5.5E-2	0.84699999999999998	3.3000000000000002E-2	3.58	5.5E-2	FILENAME: 1606414 077-1-6 - 1.csv	NA	NA
Output_1_59	1606414 077-1-6r - 2.d	03/03/2017 (6) 13:36:17.10	03/03/2017 (6)	1899-12-31T13:36:18Z	21.657	1606414 077-1-6 - 2.d	1920000	180000	6.36	0.22	27580	100	8538	34	5403	21	65940	330	65710	550	301	11	67.05	0.71	3359	29	20.170000000000002	0.28999999999999998	56.68	0.46	28.44	0.4	21.25	0.35	86.6	1.1000000000000001	1.825	0.06	2.6110000000000002	7.6999999999999999E-2	1.3	0.12	0.76300000000000001	6.5000000000000002E-2	7	1.5	FILENAME: 1606414 077-1-6 - 2.csv	NA	NA
Output_1_60	1606414 077-1-7r - 1.d	03/03/2017 (6) 13:37:55.00	03/03/2017 (6)	1899-12-31T13:37:55Z	31.832	1606414 077-1-7 - 1.d	6190000	260000	5.9939999999999998	9.7000000000000003E-2	25836	93	8138	28	5104	19	62820	250	62650	290	214.6	2.2000000000000002	61.98	0.5	3150	15	19.02	0.14000000000000001	54.49	0.28000000000000003	27.3	0.19	20.36	0.2	81.790000000000006	0.64	1.7749999999999999	2.9000000000000001E-2	2.4340000000000002	3.5000000000000003E-2	1.248	0.05	0.75800000000000001	2.5999999999999999E-2	3.5489999999999999	4.7E-2	FILENAME: 1606414 077-1-7 - 1.csv	NA	NA
Output_1_61	1606414 077-1-7r - 2.d	03/03/2017 (6) 13:39:25.00	03/03/2017 (6)	1899-12-31T13:39:25Z	31.833	1606414 077-1-7 - 2.d	5680000	250000	5.84	0.11	25732	91	8143	30	5061	16	63010	240	62450	310	213.5	2.8	62.1	0.43	3212	15	18.920000000000002	0.15	55.03	0.3	24.47	0.25	20.46	0.2	82.28	0.64	1.7889999999999999	3.3000000000000002E-2	2.41	3.5999999999999997E-2	1.3	5.8999999999999997E-2	0.68600000000000005	2.7E-2	3.552	6.7000000000000004E-2	FILENAME: 1606414 077-1-7 - 2.csv	NA	NA
Output_1_62	Nist 610r - 10.d	03/03/2017 (6) 13:40:59.00	03/03/2017 (6)	1899-12-31T13:40:59Z	31.832	Nist 610 - 10.d	5790000	270000	470.7	2.6	521	2.6	10365	47	464.1	2	81500	370	81280	540	543.29999999999995	4.3	448.3	2.6	446.3	5	425.5	1.4	516.20000000000005	2.9	439.6	2.2000000000000002	438.8	2.2999999999999998	445.2	2.5	440.5	2.6	456.7	2.7	429.5	2.1	429.9	2.5	429.2	2.5	FILENAME: Nist 610 - 10.csv	NA	NA
Output_1_63	Nist 610r - 11.d	03/03/2017 (6) 13:42:38.00	03/03/2017 (6)	1899-12-31T13:42:38Z	31.833	Nist 610 - 11.d	5770000	260000	469.3	2.7	521.4	2.9	10367	47	466.4	2.1	81740	330	81610	490	541.1	5.0999999999999996	446.2	2.2999999999999998	444	5.4	423.5	1.7	517.20000000000005	3.2	439.4	2.2999999999999998	436.4	2.5	443	2.4	441.3	2.2999999999999998	457.2	2.6	427.5	2.4	432.5	2.5	426.8	2.6	FILENAME: Nist 610 - 11.csv	NA	NA
Output_1_64	Nist 610r - 12.d	03/03/2017 (6) 13:44:17.00	03/03/2017 (6)	1899-12-31T13:44:17Z	31.832	Nist 610 - 12.d	5830000	270000	471.1	3.1	524	3.2	10394	49	467.3	2	81580	390	82090	450	533.70000000000005	4.5	450.6	2.5	450.8	4.7	425.3	1.6	519.20000000000005	3.3	440.3	2.2000000000000002	437.4	2.2000000000000002	446.5	3.1	442	2.6	459.4	2.5	432.3	2.5	433.1	2.9	428.5	2.2999999999999998	FILENAME: Nist 610 - 12.csv	NA	NA
Output_1_65	1606414 077-1-8r - 1.d	03/03/2017 (6) 13:45:43.98	03/03/2017 (6)	1899-12-31T13:45:44Z	17.77	1606414 077-1-8 - 1.d	7080000	240000	5.9	0.14000000000000001	25880	120	8174	44	5130	21	63180	340	62980	370	210.9	3.1	62.69	0.63	3265	22	19.05	0.14000000000000001	54.72	0.34	25.69	0.25	19.350000000000001	0.25	82.29	0.79	1.7450000000000001	0.03	2.4630000000000001	3.9E-2	1.2909999999999999	7.1999999999999995E-2	0.71499999999999997	2.5000000000000001E-2	3.4660000000000002	0.06	FILENAME: 1606414 077-1-8 - 1.csv	NA	NA
Output_1_66	1606414 077-1-8r - 2.d	03/03/2017 (6) 13:47:30.99	03/03/2017 (6)	1899-12-31T13:47:31Z	28.987	1606414 077-1-8 - 2.d	6580000	270000	5.9409999999999998	9.7000000000000003E-2	25884	89	8145	29	5148	16	63070	260	62870	290	202.7	2.2000000000000002	62.63	0.33	3289	18	19.010000000000002	0.14000000000000001	54.72	0.27	23.85	0.21	20.18	0.22	82.11	0.69	1.7350000000000001	2.5000000000000001E-2	2.4169999999999998	2.8000000000000001E-2	1.2689999999999999	5.3999999999999999E-2	0.64900000000000002	3.3000000000000002E-2	3.5089999999999999	6.8000000000000005E-2	FILENAME: 1606414 077-1-8 - 2.csv	NA	NA
Output_1_67	1606414 077-1-9r - 1.d	03/03/2017 (6) 13:49:04.00	03/03/2017 (6)	1899-12-31T13:49:04Z	31.833	1606414 077-1-9 - 1.d	5940000	240000	5.8529999999999998	9.2999999999999999E-2	25600	110	8083	32	5083	17	62450	280	62460	310	201.8	2.4	62.56	0.43	3241	18	18.899999999999999	0.15	53.99	0.31	25.85	0.22	19.63	0.2	80.67	0.67	1.744	2.5000000000000001E-2	2.4420000000000002	3.1E-2	1.25	4.9000000000000002E-2	0.71299999999999997	2.9000000000000001E-2	3.637	5.5E-2	FILENAME: 1606414 077-1-9 - 1.csv	NA	NA
Output_1_68	1606414 077-1-9r - 2.d	03/03/2017 (6) 13:50:43.00	03/03/2017 (6)	1899-12-31T13:50:43Z	31.832	1606414 077-1-9 - 2.d	6170000	230000	6.02	0.12	26062	78	8170	27	5136	18	63550	240	63190	310	199.7	2.2999999999999998	62.75	0.44	3260	16	18.86	0.15	54.85	0.28000000000000003	25.16	0.2	19.73	0.25	82.42	0.63	1.7829999999999999	3.1E-2	2.444	3.5000000000000003E-2	1.2969999999999999	0.05	0.69799999999999995	2.8000000000000001E-2	3.5529999999999999	4.5999999999999999E-2	FILENAME: 1606414 077-1-9 - 2.csv	NA	NA
Output_1_69	1606414 077-1-10r - 1.d	03/03/2017 (6) 13:52:12.00	03/03/2017 (6)	1899-12-31T13:52:12Z	31.831	1606414 077-1-10 - 1.d	5790000	240000	5.86	0.1	25570	110	8066	33	5101	19	62480	270	62280	360	194.6	2.1	61.16	0.37	3178	17	18.670000000000002	0.15	54.05	0.3	24.68	0.2	20.29	0.25	80.75	0.65	1.7290000000000001	0.03	2.4140000000000001	3.5000000000000003E-2	1.274	4.8000000000000001E-2	0.68899999999999995	2.7E-2	3.6419999999999999	5.8999999999999997E-2	FILENAME: 1606414 077-1-10 - 1.csv	NA	NA
Output_1_70	1606414 077-1-10r - 2.d	03/03/2017 (6) 13:53:41.92	03/03/2017 (6)	1899-12-31T13:53:42Z	2.6655	1606414 077-1-10 - 2.d	5790000	320000	6.26	0.36	27580	430	8620	120	5340	120	67900	1200	67700	1500	202	12	66.400000000000006	1	3500	110	19.489999999999998	0.41	59.3	1.8	28.8	1.6	18.600000000000001	1.2	86	2.5	1.85	0.15	2.5299999999999998	0.23	1.38	0.21	0.79700000000000004	8.7999999999999995E-2	4.29	0.24	FILENAME: 1606414 077-1-10 - 2.csv	*	<10 secs
